pokedex_id,pokemon_name,primary_type,secondary_type,hp,attack,defense,sp_attack,sp_defense,speed,sprite_url,generation,is_legendary
193,Pokemon_193,Ghost,,67,126,149,91,92,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,2,false
194,Pokemon_194,Fairy,Electric,91,56,118,150,109,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,9,true
195,Pokemon_195,Ground,,102,104,112,118,123,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,4,false
196,Pokemon_196,Dark,,113,90,136,141,46,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,6,false
197,Pokemon_197,Ice,,129,32,96,51,147,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,8,false
198,Pokemon_198,Rock,,69,96,36,104,50,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,7,false
199,Pokemon_199,Rock,,88,43,84,103,82,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,1,false
200,Pokemon_200,Psychic,,84,115,116,120,148,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,8,false
201,Pokemon_201,Fire,Ground,119,69,143,80,132,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,3,true
202,Pokemon_202,Poison,Psychic,38,142,147,126,110,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,3,false
203,Pokemon_203,Bug,,136,119,77,52,147,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,4,false
204,Pokemon_204,Fire,Psychic,40,85,121,105,73,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,5,false
205,Pokemon_205,Electric,,131,77,105,75,134,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,6,false
206,Pokemon_206,Steel,Ice,68,134,49,121,90,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,8,false
207,Pokemon_207,Normal,,39,66,147,34,62,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,5,false
208,Pokemon_208,Psychic,,32,54,137,55,124,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,3,false
209,Pokemon_209,Water,,130,60,139,148,47,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,5,false
210,Pokemon_210,Bug,Ground,146,84,62,73,128,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,4,false
211,Pokemon_211,Fire,Rock,75,94,86,149,34,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,4,false
212,Pokemon_212,Water,,82,129,89,85,67,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,5,false
213,Pokemon_213,Fire,Dark,97,33,84,133,45,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,5,false
214,Pokemon_214,Water,,149,75,55,30,76,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,6,false
215,Pokemon_215,Water,Dragon,86,51,30,138,55,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,1,false
216,Pokemon_216,Steel,,73,149,72,80,116,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,6,false
217,Pokemon_217,Ground,,113,38,79,90,92,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,9,false
218,Pokemon_218,Bug,,80,40,50,138,89,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,8,false
219,Pokemon_219,Fighting,Water,34,118,100,63,140,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,5,false
220,Pokemon_220,Fighting,Electric,121,62,64,80,122,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,3,false
221,Pokemon_221,Grass,Fire,32,37,105,34,62,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,9,false
222,Pokemon_222,Fire,,130,69,109,101,82,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,9,false
223,Pokemon_223,Dark,Fire,48,90,87,129,84,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,5,false
224,Pokemon_224,Flying,,133,106,62,42,74,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,2,false
225,Pokemon_225,Ground,,60,39,49,95,119,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,3,false
226,Pokemon_226,Dragon,,71,86,89,49,53,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,8,false
227,Pokemon_227,Fairy,,80,108,70,100,106,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,2,false
228,Pokemon_228,Rock,Rock,96,80,92,148,41,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,5,false
229,Pokemon_229,Dark,,34,99,59,86,101,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,5,false
230,Pokemon_230,Fire,,35,109,100,114,51,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,3,false
231,Pokemon_231,Grass,Dragon,68,96,112,89,48,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,7,false
232,Pokemon_232,Dark,,65,144,66,51,82,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,9,true
233,Pokemon_233,Rock,Steel,104,145,54,31,130,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,7,false
234,Pokemon_234,Steel,Fighting,84,56,73,35,87,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,1,false
235,Pokemon_235,Fire,,52,122,65,52,123,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,6,false
236,Pokemon_236,Electric,Fire,133,97,45,96,146,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,8,false
237,Pokemon_237,Ground,Rock,89,80,149,54,69,131,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,3,false
238,Pokemon_238,Electric,Bug,57,75,37,75,84,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,7,false
239,Pokemon_239,Dark,,53,46,97,31,144,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,7,false
240,Pokemon_240,Ground,Normal,36,95,71,133,69,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,7,false
241,Pokemon_241,Electric,Ice,117,70,42,33,68,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,9,false
242,Pokemon_242,Rock,,41,41,60,150,31,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,1,false
243,Pokemon_243,Rock,,75,121,114,136,87,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,9,false
244,Pokemon_244,Dark,Fairy,104,144,61,73,103,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,1,false
245,Pokemon_245,Ghost,,72,32,95,47,128,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,5,false
246,Pokemon_246,Water,Ice,100,74,127,127,92,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,4,false
247,Pokemon_247,Ghost,,51,31,73,31,90,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,5,false
248,Pokemon_248,Bug,,64,131,116,71,44,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,3,false
249,Pokemon_249,Ground,,146,32,36,137,124,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,5,false
250,Pokemon_250,Fairy,Ice,64,91,147,54,76,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,2,false
251,Pokemon_251,Grass,Fighting,35,65,46,125,38,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,9,false
252,Pokemon_252,Rock,Electric,108,51,145,134,53,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,7,false
253,Pokemon_253,Fighting,Fighting,142,80,147,116,38,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,5,false
254,Pokemon_254,Ice,,99,43,122,79,110,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,5,false
255,Pokemon_255,Dragon,,65,58,38,99,104,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,8,false
256,Pokemon_256,Ice,Poison,130,89,73,77,122,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,8,false
257,Pokemon_257,Water,Fairy,140,64,100,122,72,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,4,false
258,Pokemon_258,Dark,Fairy,99,56,122,131,136,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,8,false
259,Pokemon_259,Grass,Grass,134,101,129,70,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,4,true
260,Pokemon_260,Fairy,,70,58,125,90,108,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,2,false
261,Pokemon_261,Dragon,Fighting,100,137,98,80,129,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,9,false
262,Pokemon_262,Ice,Ice,142,126,96,147,64,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,5,false
263,Pokemon_263,Rock,,127,60,37,104,117,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,4,false
264,Pokemon_264,Grass,,129,73,127,49,116,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,6,false
265,Pokemon_265,Normal,Flying,77,67,50,117,119,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,2,false
266,Pokemon_266,Ground,,34,99,66,130,133,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,3,false
267,Pokemon_267,Electric,,52,131,54,58,138,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,1,false
268,Pokemon_268,Poison,Electric,100,97,104,84,97,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,2,false
269,Pokemon_269,Bug,,106,68,85,87,31,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,5,false
270,Pokemon_270,Ground,,106,68,43,64,34,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,6,false
271,Pokemon_271,Electric,Fairy,139,62,144,33,49,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,6,false
272,Pokemon_272,Grass,,102,92,63,37,107,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,3,true
273,Pokemon_273,Ice,Fighting,88,107,77,40,61,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,2,false
274,Pokemon_274,Dragon,,126,51,46,104,62,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,5,false
275,Pokemon_275,Dark,,47,114,77,51,102,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,8,false
276,Pokemon_276,Fighting,Flying,64,67,138,144,65,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,9,false
277,Pokemon_277,Steel,,108,42,60,39,54,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,9,false
278,Pokemon_278,Water,,115,42,144,114,139,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,8,false
279,Pokemon_279,Grass,,44,92,89,30,56,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,2,false
280,Pokemon_280,Fire,,123,41,43,67,129,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,5,false
281,Pokemon_281,Rock,Steel,122,84,87,105,110,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,5,false
282,Pokemon_282,Flying,,85,114,91,92,124,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,9,false
283,Pokemon_283,Fighting,,33,123,136,49,81,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,9,false
284,Pokemon_284,Steel,,64,107,59,110,143,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,4,false
285,Pokemon_285,Fairy,,44,86,60,38,55,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,7,false
286,Pokemon_286,Fighting,Ghost,102,83,95,122,65,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,5,false
287,Pokemon_287,Fire,,114,90,127,122,57,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,7,false
288,Pokemon_288,Fire,,103,35,135,42,87,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,2,false
289,Pokemon_289,Fairy,Poison,33,32,34,146,140,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,2,false
290,Pokemon_290,Ground,,32,62,134,52,107,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,3,false
291,Pokemon_291,Dragon,,32,71,60,125,61,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,2,true
292,Pokemon_292,Fairy,,85,42,99,131,137,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,2,false
293,Pokemon_293,Ghost,Dark,84,35,142,73,138,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,8,false
294,Pokemon_294,Psychic,,31,109,32,80,85,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,1,false
295,Pokemon_295,Dark,,109,38,149,57,135,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,9,false
296,Pokemon_296,Dragon,,64,80,127,44,57,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,2,false
297,Pokemon_297,Bug,,83,92,78,96,98,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,6,false
298,Pokemon_298,Ghost,Poison,66,35,55,81,135,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,4,false
299,Pokemon_299,Psychic,,89,113,106,50,40,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,5,false
300,Pokemon_300,Grass,,65,89,68,78,38,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,9,false
301,Pokemon_301,Dark,Ghost,131,93,130,100,94,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,7,false
302,Pokemon_302,Bug,,61,100,119,115,47,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,2,false
303,Pokemon_303,Ghost,Steel,99,49,97,35,37,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,6,false
304,Pokemon_304,Fire,Ghost,69,144,62,98,84,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,6,false
305,Pokemon_305,Normal,Dark,38,96,112,127,47,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,8,false
306,Pokemon_306,Ghost,,127,30,109,111,38,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,8,false
307,Pokemon_307,Electric,,102,36,75,60,37,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,8,false
308,Pokemon_308,Flying,Psychic,50,90,117,65,83,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,2,false
309,Pokemon_309,Ice,,79,70,129,69,45,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,2,false
310,Pokemon_310,Fire,,38,135,109,128,119,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,4,false
311,Pokemon_311,Bug,,90,125,131,55,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,5,false
312,Pokemon_312,Dragon,,140,45,97,116,144,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,6,false
313,Pokemon_313,Flying,Ice,89,34,133,106,52,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,2,false
314,Pokemon_314,Fairy,Bug,99,62,91,42,82,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,7,false
315,Pokemon_315,Dark,Fire,60,54,116,89,138,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,8,false
316,Pokemon_316,Rock,,103,127,147,147,120,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,4,false
317,Pokemon_317,Poison,,60,132,69,132,117,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,9,true
318,Pokemon_318,Grass,Fire,41,89,136,124,143,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,5,false
319,Pokemon_319,Flying,Ghost,73,138,104,36,139,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,7,false
320,Pokemon_320,Water,,93,69,87,95,44,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,7,false
321,Pokemon_321,Fire,,104,103,96,42,147,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,3,false
322,Pokemon_322,Normal,,132,134,96,126,96,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,5,true
323,Pokemon_323,Fairy,,55,102,71,70,101,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,2,false
324,Pokemon_324,Normal,Bug,81,63,57,150,82,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,5,false
325,Pokemon_325,Fairy,Water,67,72,144,146,131,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,9,false
326,Pokemon_326,Ground,Ice,132,90,107,46,135,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,4,false
327,Pokemon_327,Dragon,,109,115,145,150,139,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,7,false
328,Pokemon_328,Normal,Rock,59,77,92,74,94,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,9,true
329,Pokemon_329,Fighting,,52,138,115,53,143,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,6,false
330,Pokemon_330,Grass,Rock,54,107,59,96,141,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,8,false
331,Pokemon_331,Rock,,144,51,137,91,136,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,7,true
332,Pokemon_332,Bug,,120,34,61,122,39,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,2,true
333,Pokemon_333,Fairy,,59,31,91,95,31,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,4,false
334,Pokemon_334,Fairy,,120,62,111,129,40,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,4,false
335,Pokemon_335,Fighting,Dragon,49,36,149,34,140,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,5,false
336,Pokemon_336,Rock,,74,33,78,100,93,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,3,false
337,Pokemon_337,Poison,Grass,47,138,66,129,134,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,8,false
