id,name,sprite,types,hp,attack,defense,specialAttack,specialDefense,speed,height,weight,abilities,thunder,thunder2,some
146,Moltres,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,"fire, flying",90,100,90,125,85,90,20,600,"pressure, flame-body",,,0
147,Dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,dragon,41,64,45,50,50,50,18,33,"shed-skin, marvel-scale",,,0
148,Dragonair,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,dragon,61,84,65,70,70,70,40,165,"shed-skin, marvel-scale",,,0
149,Dragonite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,"dragon, flying",91,134,95,100,100,80,22,2100,"inner-focus, multiscale",,,0
150,Mewtwo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,psychic,106,110,90,154,90,130,20,1220,"pressure, unnerve",,,0
151,Mew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,psychic,100,100,100,100,100,100,4,40,synchronize,,,0
152,Chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,grass,45,49,65,49,65,45,9,64,"overgrow, leaf-guard",,,0
153,Bayleef,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,grass,60,62,80,63,80,60,12,158,"overgrow, leaf-guard",,,0
154,Meganium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,grass,80,82,100,83,100,80,18,1005,"overgrow, leaf-guard",,,0
155,Cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,fire,39,52,43,60,50,65,5,79,"blaze, flash-fire",,,0
156,Quilava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,fire,58,64,58,80,65,80,9,190,"blaze, flash-fire",,,0
157,Typhlosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,fire,78,84,78,109,85,100,17,795,"blaze, flash-fire",,,0
158,Totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,water,50,65,64,44,48,43,6,95,"torrent, sheer-force",,,0
159,Croconaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,water,65,80,80,59,63,58,11,250,"torrent, sheer-force",,,0
160,Feraligatr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,water,85,105,100,79,83,78,23,888,"torrent, sheer-force",,,0
161,Sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,normal,35,46,34,35,45,20,8,60,"run-away, keen-eye, frisk",,,0
162,Furret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,normal,85,76,64,45,55,90,18,325,"run-away, keen-eye, frisk",,,0
163,Hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,"normal, flying",60,30,30,36,56,50,7,212,"insomnia, keen-eye, tinted-lens",,,0
164,Noctowl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,"normal, flying",100,50,50,86,96,70,16,408,"insomnia, keen-eye, tinted-lens",,,0
165,Ledyba,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,"bug, flying",40,20,30,40,80,55,10,108,"swarm, early-bird, rattled",,,0
166,Ledian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,"bug, flying",55,35,50,55,110,85,14,356,"swarm, early-bird, iron-fist",,,0
167,Spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,"bug, poison",40,60,40,40,40,30,5,85,"swarm, insomnia, sniper",,,0
168,Ariados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,"bug, poison",70,90,70,60,70,40,11,335,"swarm, insomnia, sniper",,,0
169,Crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,"poison, flying",85,90,80,70,80,130,18,750,"inner-focus, infiltrator",,,0
170,Chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,"water, electric",75,38,38,56,56,67,5,120,"volt-absorb, illuminate, water-absorb",,,0
171,Lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,"water, electric",125,58,58,76,76,67,12,225,"volt-absorb, illuminate, water-absorb",,,0
172,Pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,electric,20,40,15,35,35,60,3,20,"static, lightning-rod",,,0
173,Cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,fairy,50,25,28,45,55,15,3,30,"cute-charm, magic-guard, friend-guard",,,0
174,Igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,"normal, fairy",90,30,15,40,20,15,3,10,"cute-charm, competitive, friend-guard",,,0
175,Togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,fairy,35,20,65,40,65,20,3,15,"hustle, serene-grace, super-luck",,,0
176,Togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,"fairy, flying",55,40,85,80,105,40,6,32,"hustle, serene-grace, super-luck",,,0
177,Natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,"psychic, flying",40,50,45,70,45,70,2,20,"synchronize, early-bird, magic-bounce",,,0
178,Xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,"psychic, flying",65,75,70,95,70,95,15,150,"synchronize, early-bird, magic-bounce",,,0
179,Mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,electric,55,40,40,65,45,35,6,78,"static, plus",,,0
180,Flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,electric,70,55,55,80,60,45,8,133,"static, plus",,,0
181,Ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,electric,90,75,85,115,90,55,14,615,"static, plus",,,0
182,Bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,grass,75,80,95,90,100,50,4,58,"chlorophyll, healer",,,0
183,Marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,"water, fairy",70,20,50,20,50,40,4,85,"thick-fat, huge-power, sap-sipper",,,0
184,Azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,"water, fairy",100,50,80,60,80,50,8,285,"thick-fat, huge-power, sap-sipper",,,0
185,Sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,rock,70,100,115,30,65,30,12,380,"sturdy, rock-head, rattled",,,0
186,Politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,water,90,75,75,90,100,70,11,339,"water-absorb, damp, drizzle",,,0
187,Hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,"grass, flying",35,35,40,35,55,50,4,5,"chlorophyll, leaf-guard, infiltrator",,,0
188,Skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,"grass, flying",55,45,50,45,65,80,6,10,"chlorophyll, leaf-guard, infiltrator",,,0
189,Jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,"grass, flying",75,55,70,55,95,110,8,30,"chlorophyll, leaf-guard, infiltrator",,,0
190,Aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png,normal,55,70,55,40,55,85,8,115,"run-away, pickup, skill-link",,,0
191,Sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png,grass,30,30,30,30,30,30,3,18,"chlorophyll, solar-power, early-bird",,,0
192,Sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,grass,75,75,55,105,85,30,8,85,"chlorophyll, solar-power, early-bird",,,0
193,Yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,"bug, flying",65,65,45,75,45,95,12,380,"speed-boost, compound-eyes, frisk",,,0
194,Wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,"water, ground",55,45,45,25,25,15,4,85,"damp, water-absorb, unaware",,,0
195,Quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,"water, ground",95,85,85,65,65,35,14,750,"damp, water-absorb, unaware",,,0
196,Espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,psychic,65,65,60,130,95,110,9,265,"synchronize, magic-bounce",,,0
197,Umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,dark,95,65,110,60,130,65,10,270,"synchronize, inner-focus",,,0
198,Murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,"dark, flying",60,85,42,85,42,91,5,21,"insomnia, super-luck, prankster",,,0
199,Slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,"water, psychic",95,75,80,100,110,30,20,795,"oblivious, own-tempo, regenerator",,,0
200,Misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,ghost,60,60,60,85,85,85,7,10,levitate,,,0
201,Unown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,psychic,48,72,48,72,48,48,5,50,levitate,,,0
202,Wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,psychic,190,33,58,33,58,33,13,285,"shadow-tag, telepathy",,,0
203,Girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,"normal, psychic",70,80,65,90,65,85,15,415,"inner-focus, early-bird, sap-sipper",,,0
204,Pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,bug,50,65,90,35,35,15,6,72,"sturdy, overcoat",,,0
205,Forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,"bug, steel",75,90,140,60,60,40,12,1258,"sturdy, overcoat",,,0
206,Dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,normal,100,70,70,65,65,45,15,140,"serene-grace, run-away, rattled",,,0
207,Gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,"ground, flying",65,75,105,35,65,85,11,648,"hyper-cutter, sand-veil, immunity",,,0
208,Steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,"steel, ground",75,85,200,55,65,30,92,4000,"rock-head, sturdy, sheer-force",,,0
209,Snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,fairy,60,80,50,40,40,30,6,78,"intimidate, run-away, rattled",,,0
210,Granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,fairy,90,120,75,60,60,45,14,487,"intimidate, quick-feet, rattled",,,0
211,Qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,"water, poison",65,95,85,55,55,85,5,39,"poison-point, swift-swim, intimidate",,,0
212,Scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,"bug, steel",70,130,100,55,80,65,18,1180,"swarm, technician, light-metal",,,0
213,Shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,"bug, rock",20,10,230,10,230,5,6,205,"sturdy, gluttony, contrary",,,0
214,Heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,"bug, fighting",80,125,75,40,95,85,15,540,"swarm, guts, moxie",,,0
215,Sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,"dark, ice",55,95,55,35,75,115,9,280,"inner-focus, keen-eye, pickpocket",,,0
216,Teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,normal,60,80,50,50,50,40,6,88,"pickup, quick-feet, honey-gather",,,0
217,Ursaring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,normal,90,130,75,75,75,55,18,1258,"guts, quick-feet, unnerve",,,0
218,Slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,fire,40,40,40,70,40,20,7,350,"magma-armor, flame-body, weak-armor",,,0
219,Magcargo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,"fire, rock",60,50,120,90,80,30,8,550,"magma-armor, flame-body, weak-armor",,,0
220,Swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,"ice, ground",50,50,40,30,30,50,4,65,"oblivious, snow-cloak, thick-fat",,,0
221,Piloswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,"ice, ground",100,100,80,60,60,50,11,558,"oblivious, snow-cloak, thick-fat",,,0
222,Corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,"water, rock",65,55,95,65,95,35,6,50,"hustle, natural-cure, regenerator",,,0
223,Remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,water,35,65,35,65,35,65,6,120,"hustle, sniper, moody",,,0
224,Octillery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,water,75,105,75,105,75,45,9,285,"suction-cups, sniper, moody",,,0
225,Delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,"ice, flying",45,55,45,65,45,75,9,160,"vital-spirit, hustle, insomnia",,,0
226,Mantine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,"water, flying",85,40,70,80,140,70,21,2200,"swift-swim, water-absorb, water-veil",,,0
227,Skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,"steel, flying",65,80,140,40,70,70,17,505,"keen-eye, sturdy, weak-armor",,,0
228,Houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,"dark, fire",45,60,30,80,50,65,6,108,"early-bird, flash-fire, unnerve",,,0
229,Houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,"dark, fire",75,90,50,110,80,95,14,350,"early-bird, flash-fire, unnerve",,,0
230,Kingdra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,"water, dragon",75,95,95,95,95,85,18,1520,"swift-swim, sniper, damp",,,0
231,Phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png,ground,90,60,60,40,40,40,5,335,"pickup, sand-veil",,,0
232,Donphan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png,ground,90,120,120,60,60,50,11,1200,"sturdy, sand-veil",,,0
233,Porygon2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png,normal,85,80,90,105,95,60,6,325,"trace, download, analytic",,,0
234,Stantler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png,normal,73,95,62,85,65,85,14,712,"intimidate, frisk, sap-sipper",,,0
235,Smeargle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png,normal,55,20,35,20,45,75,12,580,"own-tempo, technician, moody",,,0
236,Tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png,fighting,35,35,35,35,35,35,7,210,"guts, steadfast, vital-spirit",,,0
237,Hitmontop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png,fighting,50,95,95,35,110,70,14,480,"intimidate, technician, steadfast",,,0
238,Smoochum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png,"ice, psychic",45,30,15,85,65,65,4,60,"oblivious, forewarn, hydration",,,0
239,Elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png,electric,45,63,37,65,55,95,6,235,"static, vital-spirit",,,0
240,Magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png,fire,45,75,37,70,55,83,7,214,"flame-body, vital-spirit",,,0
241,Miltank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png,normal,95,80,105,40,70,100,12,755,"thick-fat, scrappy, sap-sipper",,,0
242,Blissey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,normal,255,10,10,75,135,55,15,468,"natural-cure, serene-grace, healer",,,0
243,Raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,electric,90,85,75,115,100,115,19,1780,"pressure, inner-focus",,,0
